chr	start	end	size	dataset
chr4	45874632	45874710	78	dbVar
chr4	45933009	45951074	18065	dbVar
chr4	47041737	47049753	8016	dbVar
chr4	47161929	47162000	71	dbVar
chr4	49092770	49657557	564787	dbVar
chr4	49106510	49657246	550736	dbVar
chr4	49240233	49320620	80387	dbVar
chr4	49250796	49320106	69310	dbVar
chr4	49251111	49322871	71760	dbVar
chr4	49253741	49312266	58525	dbVar
chr4	49254197	49312723	58526	dbVar
chr4	49255587	49315342	59755	dbVar
chr4	49260358	49313455	53097	dbVar
chr4	49261394	49325502	64108	dbVar
chr4	49290370	49312727	22357	dbVar
chr4	49306414	49310848	4434	dbVar
chr4	49306852	49311242	4390	dbVar
chr4	49314397	49510265	195868	dbVar
chr4	49492988	49583923	90935	dbVar
chr4	49494265	49580932	86667	dbVar
chr4	49496318	49580148	83830	dbVar
chr4	49501919	49576768	74849	dbVar
chr4	49503136	49573701	70565	dbVar
chr4	52838457	52839200	743	dbVar
chr4	56613458	68138205	11524747	dbVar
chr4	57748485	57749716	1231	dbVar
chr4	58034319	58039369	5050	dbVar
chr4	59425077	59425145	68	dbVar
chr4	60358170	188306463	127948293	dbVar
chr4	61342600	61363032	20432	dbVar
chr4	61456259	61456499	240	dbVar
chr4	61608860	61610381	1521	dbVar
chr4	63203461	63203609	148	dbVar
chr4	64155405	64155519	114	dbVar
chr4	64581099	64581154	55	dbVar
chr4	64731156	64742269	11113	dbVar
chr4	67808379	67808706	327	dbVar
chr4	68844675	68951669	106994	dbVar
chr4	69220528	69383675	163147	dbVar
chr4	69232007	69260160	28153	dbVar
chr4	71012351	71089973	77622	dbVar
chr4	72381392	72381980	588	dbVar
chr4	73455262	76320445	2865183	dbVar
chr4	74153605	79796526	5642921	dbVar
chr4	74213779	74222207	8428	dbVar
chr4	74746924	78636095	3889171	dbVar
chr4	77257742	78114854	857112	dbVar
chr4	79177911	79184381	6470	dbVar
chr4	81970015	81970352	337	dbVar
chr4	82492351	82492415	64	dbVar
chr4	82941008	82942188	1180	dbVar
chr4	86912187	86912266	79	dbVar
chr4	87153587	87157863	4276	dbVar
chr4	87347096	87356352	9256	dbVar
chr4	87888542	87935477	46935	dbVar
chr4	87890897	87934614	43717	dbVar
chr4	87892345	87932787	40442	dbVar
chr4	87895884	87929971	34087	dbVar
chr4	87924957	87936393	11436	dbVar
chr4	87926012	87937547	11535	dbVar
chr4	87926143	87937549	11406	dbVar
chr4	87928354	87976664	48310	dbVar
chr4	87928476	87976378	47902	dbVar
chr4	87928829	87974895	46066	dbVar
chr4	87929269	87972140	42871	dbVar
chr4	87929857	87971087	41230	dbVar
chr4	87933767	87970853	37086	dbVar
chr4	88805688	88805762	74	dbVar
chr4	90113820	90113926	106	dbVar
chr4	90648512	90648589	77	dbVar
chr4	91012439	91014950	2511	dbVar
chr4	92649064	92649134	70	dbVar
chr4	93924705	93924763	58	dbVar
chr4	95305265	95307148	1883	dbVar
chr4	95430253	95431592	1339	dbVar
chr4	97328310	97330779	2469	dbVar
chr4	100104633	100104767	134	dbVar
chr4	100678484	100680440	1956	dbVar
chr4	102006985	102007229	244	dbVar
chr4	104040737	104322847	282110	dbVar
chr4	104040963	104322547	281584	dbVar
chr4	106396572	106398866	2294	dbVar
chr4	108477506	108478520	1014	dbVar
chr4	108652916	108652996	80	dbVar
chr4	108991821	108994369	2548	dbVar
chr4	109421867	114023504	4601637	dbVar
chr4	111086229	111087316	1087	dbVar
chr4	112475950	112577052	101102	dbVar
chr4	112986088	112986140	52	dbVar
chr4	114369871	114370603	732	dbVar
chr4	115245748	115256024	10276	dbVar
chr4	115250808	115250878	70	dbVar
chr4	115661435	115661499	64	dbVar
chr4	115733166	115752217	19051	dbVar
chr4	116868590	116869173	583	dbVar
chr4	116932024	116932087	63	dbVar
chr4	118255466	118255570	104	dbVar
chr4	119664797	119665571	774	dbVar
chr4	120557303	120561577	4274	dbVar
chr4	120913061	120913147	86	dbVar
chr4	120936762	120937127	365	dbVar
chr4	123487573	123487638	65	dbVar
chr4	125779769	125791565	11796	dbVar
chr4	125787825	125788930	1105	dbVar
chr4	125960767	125961503	736	dbVar
chr4	125960864	125961486	622	dbVar
chr4	126861302	126861553	251	dbVar
chr4	128432164	129029083	596919	dbVar
chr4	129145932	129146150	218	dbVar
chr4	130532382	130532448	66	dbVar
chr4	131253169	131253308	139	dbVar
chr4	132047699	132051920	4221	dbVar
chr4	132377738	132382720	4982	dbVar
chr4	133003446	133008095	4649	dbVar
chr4	133855756	133856042	286	dbVar
chr4	137168737	137168831	94	dbVar
chr4	137456810	137460152	3342	dbVar
chr4	137739039	137739699	660	dbVar
chr4	139317553	139318578	1025	dbVar
chr4	140362273	141000100	637827	dbVar
chr4	140465968	140466026	58	dbVar
chr4	142547697	142550823	3126	dbVar
chr4	144804222	144807919	3697	dbVar
chr4	145693831	145694571	740	dbVar
chr4	147629145	147631264	2119	dbVar
chr4	149063010	149063232	222	dbVar
chr4	153542028	153544639	2611	dbVar
chr4	158500714	158880220	379506	dbVar
chr4	160035424	160043371	7947	dbVar
chr4	162657397	162658467	1070	dbVar
chr4	162657513	162657723	210	dbVar
chr4	162657550	162657609	59	dbVar
chr4	164915058	164970507	55449	dbVar
chr4	164940149	164948156	8007	dbVar
chr4	166314212	166314528	316	dbVar
chr4	166462061	167518562	1056501	dbVar
chr4	166665487	166665560	73	dbVar
chr4	167188009	167194114	6105	dbVar
chr4	167193911	167194354	443	dbVar
chr4	167193933	167194113	180	dbVar
chr4	169323237	169333145	9908	dbVar
chr4	170319172	170361221	42049	dbVar
chr4	171032818	171033150	332	dbVar
chr4	177291465	177295550	4085	dbVar
chr4	180575144	180575449	305	dbVar
chr4	182649095	182651272	2177	dbVar
chr4	182942679	182946859	4180	dbVar
chr4	184372987	184373057	70	dbVar
chr4	184945778	184945859	81	dbVar
chr4	185037219	185038431	1212	dbVar
chr4	185439758	185439826	68	dbVar
chr4	187505468	189617277	2111809	dbVar
chr4	187636319	187637261	942	dbVar
chr4	187891874	188336394	444520	dbVar
chr4	187918185	187953428	35243	dbVar
chr4	187948441	187956516	8075	dbVar
chr4	187950017	187997831	47814	dbVar
chr4	187951154	187990035	38881	dbVar
chr4	188811531	188811587	56	dbVar
chr4	189481442	189481636	194	dbVar
chr4	189663928	189689244	25316	dbVar
chr4	189663977	189691408	27431	dbVar
chr4	189664436	189685611	21175	dbVar
chr4	189664498	189691868	27370	dbVar
chr4	189664639	189692703	28064	dbVar
chr4	189664659	189691962	27303	dbVar
chr4	189665999	189692145	26146	dbVar
chr4	189668185	189693070	24885	dbVar
chr5	238275	1591638	1353363	dbVar
chr5	255182	1573687	1318505	dbVar
chr5	314530	353895	39365	dbVar
chr5	357921	362787	4866	dbVar
chr5	393389	401748	8359	dbVar
chr5	617351	634835	17484	dbVar
chr5	647125	662300	15175	dbVar
chr5	1253835	1279402	25567	dbVar
chr5	1255388	1278788	23400	dbVar
chr5	1260569	1278724	18155	dbVar
chr5	1812526	1812781	255	dbVar
chr5	2058649	2069872	11223	dbVar
chr5	2525172	2525918	746	dbVar
chr5	4025234	4026450	1216	dbVar
chr5	4996020	5000226	4206	dbVar
chr5	5314721	5314808	87	dbVar
chr5	6171464	6171618	154	dbVar
chr5	6350732	6355663	4931	dbVar
chr5	8255692	8260597	4905	dbVar
chr5	8257444	8260603	3159	dbVar
chr5	8257453	8257797	344	dbVar
chr5	10906326	10908072	1746	dbVar
chr5	11417879	11423065	5186	dbVar
chr5	11970056	11970150	94	dbVar
chr5	15942463	15942518	55	dbVar
chr5	16166409	16166823	414	dbVar
chr5	17490815	17598417	107602	dbVar
chr5	17494795	17598417	103622	dbVar
chr5	17515946	17598417	82471	dbVar
chr5	17524140	17598417	74277	dbVar
chr5	18084857	18086376	1519	dbVar
chr5	18907517	26650615	7743098	dbVar
chr5	18986136	18986200	64	dbVar
chr5	20340697	20344130	3433	dbVar
chr5	20745026	34393032	13648006	dbVar
chr5	20810985	34393004	13582019	dbVar
chr5	20834805	34371451	13536646	dbVar
chr5	21141734	21141812	78	dbVar
chr5	21523118	29424510	7901392	dbVar
chr5	24356640	24357839	1199	dbVar
chr5	24578913	24580313	1400	dbVar
chr5	25994193	26002925	8732	dbVar
chr5	26234029	28809197	2575168	dbVar
chr5	27644671	27652025	7354	dbVar
chr5	28334681	28335253	572	dbVar
chr5	28932542	28934952	2410	dbVar
chr5	28981176	28981275	99	dbVar
chr5	29069131	29069532	401	dbVar
chr5	29069206	29069522	316	dbVar
chr5	29069210	29069518	308	dbVar
chr5	29069242	29069522	280	dbVar
chr5	30479703	30483213	3510	dbVar
chr5	31190136	31191074	938	dbVar
chr5	31190137	31191084	947	dbVar
chr5	32885345	32886458	1113	dbVar
chr5	32970656	32970898	242	dbVar
chr5	32970735	32970898	163	dbVar
chr5	32974411	32974461	50	dbVar
chr5	33778536	33778591	55	dbVar
chr5	37069183	37069536	353	dbVar
chr5	37539786	43176642	5636856	dbVar
chr5	38678995	38679490	495	dbVar
chr5	39444975	39445059	84	dbVar
chr5	40662770	40709920	47150	dbVar
chr5	40709727	40709943	216	dbVar
chr5	41333303	41353223	19920	dbVar
chr5	42430737	42433619	2882	dbVar
chr5	46065617	46065693	76	dbVar
chr5	46095555	46095642	87	dbVar
chr5	46303727	46303798	71	dbVar
chr5	46351595	46405539	53944	dbVar
chr5	50257110	50286127	29017	dbVar
chr5	50257182	50286056	28874	dbVar
chr5	52911481	52911553	72	dbVar
chr5	53795364	53795445	81	dbVar
chr5	53826783	53829676	2893	dbVar
chr5	53826964	53829857	2893	dbVar
chr5	54390726	54430609	39883	dbVar
chr5	57927518	57944825	17307	dbVar
chr5	57927618	57944709	17091	dbVar
chr5	63771736	63771851	115	dbVar
chr5	64430752	64475834	45082	dbVar
chr5	64433795	64473827	40032	dbVar
chr5	64465737	64476134	10397	dbVar
chr5	64466001	64482016	16015	dbVar
chr5	64466051	64481966	15915	dbVar
chr5	64471457	64512992	41535	dbVar
chr5	64472666	64475091	2425	dbVar
chr5	64472952	64514528	41576	dbVar
chr5	64473227	64515792	42565	dbVar
chr5	64491278	64491341	63	dbVar
chr5	65116370	65116459	89	dbVar
chr5	66613006	66613069	63	dbVar
chr5	69476363	69480020	3657	dbVar
chr5	69529212	71083913	1554701	dbVar
chr5	69545020	71128317	1583297	dbVar
chr5	69892062	71261967	1369905	dbVar
chr5	70384945	70646072	261127	dbVar
chr5	70438702	71105908	667206	dbVar
chr5	70457076	71107818	650742	dbVar
chr5	70473878	71284503	810625	dbVar
chr5	70533921	70996423	462502	dbVar
chr5	73822099	73825447	3348	dbVar
chr5	74119018	74119094	76	dbVar
chr5	75457678	75457767	89	dbVar
chr5	75628477	75633575	5098	dbVar
chr5	75693099	75693206	107	dbVar
chr5	75698000	75773280	75280	dbVar
chr5	76373686	102541076	26167390	dbVar
chr5	77339476	78646081	1306605	dbVar
chr5	79137017	79137115	98	dbVar
chr5	79669740	79669809	69	dbVar
chr5	79750311	79755837	5526	dbVar
chr5	79750521	79753637	3116	dbVar
chr5	79991853	79992371	518	dbVar
chr5	82269075	82298585	29510	dbVar
chr5	83060050	83060112	62	dbVar
chr5	83192237	83192315	78	dbVar
chr5	85587319	85634050	46731	dbVar
chr5	85856801	85856875	74	dbVar
chr5	87069223	131003716	43934493	dbVar
chr5	91135956	91143265	7309	dbVar
chr5	91175251	91216167	40916	dbVar
chr5	91764929	92196741	431812	dbVar
chr5	92121461	92121523	62	dbVar
chr5	93425862	93426268	406	dbVar
chr5	94362526	94362611	85	dbVar
chr5	96264999	96266275	1276	dbVar
chr5	98187529	98187611	82	dbVar
chr5	99395878	100369424	973546	dbVar
chr5	104196020	104196798	778	dbVar
chr5	104224312	105606719	1382407	dbVar
chr5	106388999	106389065	66	dbVar
chr5	107232604	107232795	191	dbVar
chr5	108762690	108763083	393	dbVar
chr5	109353479	109353556	77	dbVar
chr5	110907367	110922349	14982	dbVar
chr5	111612593	111615566	2973	dbVar
chr5	114922387	114925735	3348	dbVar
chr5	114922403	114922543	140	dbVar
chr5	114922531	114925864	3333	dbVar
chr5	114947405	149380194	34432789	dbVar
chr5	116011019	116015367	4348	dbVar
chr5	116011025	116015382	4357	dbVar
chr5	116011030	116015208	4178	dbVar
chr5	116714930	116715795	865	dbVar
chr5	118602810	118603048	238	dbVar
chr5	118720224	118720387	163	dbVar
chr5	120441074	120441140	66	dbVar
chr5	120737628	120737687	59	dbVar
chr5	121647883	121662869	14986	dbVar
chr5	121935567	121937639	2072	dbVar
chr5	122359046	122359122	76	dbVar
chr5	123224734	123261245	36511	dbVar
chr5	123391650	123392022	372	dbVar
chr5	124388160	124541174	153014	dbVar
chr5	124425576	124549305	123729	dbVar
chr5	124561466	124568095	6629	dbVar
chr5	125616574	125616763	189	dbVar
chr5	126169484	126169679	195	dbVar
chr5	126655648	130498486	3842838	dbVar
chr5	128419014	128419091	77	dbVar
chr5	128539881	128539937	56	dbVar
chr5	129049886	129050188	302	dbVar
chr5	133315196	133320378	5182	dbVar
chr5	133939448	133943798	4350	dbVar
chr5	138600377	138600461	84	dbVar
chr5	141524107	141524279	172	dbVar
chr5	142904999	142906453	1454	dbVar
chr5	144026501	144027197	696	dbVar
chr5	144026517	144029851	3334	dbVar
chr5	144679897	144680169	272	dbVar
chr5	144679899	144680098	199	dbVar
chr5	144679903	144680305	402	dbVar
chr5	145117999	145120026	2027	dbVar
chr5	147865876	147872115	6239	dbVar
chr5	148171381	148171466	85	dbVar
chr5	148173303	148175054	1751	dbVar
chr5	148173476	148175052	1576	dbVar
chr5	148173477	148175215	1738	dbVar
chr5	148174690	148175042	352	dbVar
chr5	148174821	148175316	495	dbVar
chr5	152697257	152697450	193	dbVar
chr5	155444858	155445140	282	dbVar
chr5	159781908	159782433	525	dbVar
chr5	159927818	159928653	835	dbVar
chr5	163216749	163236237	19488	dbVar
chr5	164152939	164177139	24200	dbVar
chr5	164380324	164380397	73	dbVar
chr5	165345402	165345486	84	dbVar
chr5	165396965	165398565	1600	dbVar
chr5	167439473	168940435	1500962	dbVar
chr5	167750317	167751495	1178	dbVar
chr5	170170458	170171747	1289	dbVar
chr5	170170460	170171751	1291	dbVar
chr5	170170463	170171751	1288	dbVar
chr5	170170717	170171923	1206	dbVar
chr5	170170742	170171983	1241	dbVar
chr5	172419317	172420873	1556	dbVar
chr5	175449742	175450461	719	dbVar
chr5	175466444	175467151	707	dbVar
chr5	175907339	177953331	2045992	dbVar
chr5	175918733	177920538	2001805	dbVar
chr5	175920623	177958032	2037409	dbVar
chr5	175920949	177958023	2037074	dbVar
chr5	175922452	177952492	2030040	dbVar
chr5	175923344	177957483	2034139	dbVar
chr5	175928808	177950181	2021373	dbVar
chr5	175929928	177913947	1984019	dbVar
chr5	176018591	177972451	1953860	dbVar
chr5	176041788	177838084	1796296	dbVar
chr5	176055225	176080841	25616	dbVar
chr5	176204122	177667457	1463335	dbVar
chr5	176400707	177985414	1584707	dbVar
chr5	177496560	177496728	168	dbVar
chr5	177948056	179520015	1571959	dbVar
chr5	178197644	178197705	61	dbVar
chr5	178245320	178245410	90	dbVar
chr5	178696232	178698609	2377	dbVar
chr5	179433411	179790030	356619	dbVar
chr5	179595768	179655578	59810	dbVar
chr5	179596326	179656010	59684	dbVar
chr5	179596341	179657683	61342	dbVar
chr5	179597721	179654332	56611	dbVar
chr5	179600742	179653947	53205	dbVar
chr5	179602493	179655542	53049	dbVar
chr5	179604442	179649215	44773	dbVar
chr5	179610544	179651375	40831	dbVar
chr5	179635759	179656895	21136	dbVar
chr5	179636863	179696145	59282	dbVar
chr5	179636924	179695238	58314	dbVar
chr5	179636970	179691958	54988	dbVar
chr5	179638210	179694324	56114	dbVar
chr5	179638820	179692909	54089	dbVar
chr5	179639614	179692090	52476	dbVar
chr5	179641546	179689929	48383	dbVar
chr5	179643249	179682452	39203	dbVar
chr5	179645886	179689316	43430	dbVar
chr5	180060885	180062261	1376	dbVar
chr5	181087547	181087686	139	dbVar
chr5	181095750	181103642	7892	dbVar
chr5	181217400	181224982	7582	dbVar
chr6	858945	874528	15583	dbVar
chr6	2998152	3056643	58491	dbVar
chr6	3884938	3887216	2278	dbVar
chr6	4774611	5214940	440329	dbVar
chr6	5209503	5221040	11537	dbVar
chr6	5767258	5767594	336	dbVar
chr6	5923701	99269452	93345751	dbVar
chr6	6302819	6303090	271	dbVar
chr6	6312428	9433916	3121488	dbVar
chr6	6312430	9433891	3121461	dbVar
chr6	6567115	6567264	149	dbVar
chr6	7798337	80414599	72616262	dbVar
chr6	8337626	8344495	6869	dbVar
chr6	9811464	9973186	161722	dbVar
chr6	10513553	14465331	3951778	dbVar
chr6	10515098	81968332	71453234	dbVar
chr6	11072890	11077766	4876	dbVar
chr6	11086774	14472375	3385601	dbVar
chr6	11678170	11678593	423	dbVar
chr6	12219603	12219697	94	dbVar
chr6	12268765	79348571	67079806	dbVar
chr6	12297088	79349346	67052258	dbVar
chr6	12424569	12441743	17174	dbVar
chr6	12431808	12432448	640	dbVar
chr6	12432325	12434828	2503	dbVar
chr6	12437675	12439728	2053	dbVar
chr6	12437678	12439726	2048	dbVar
chr6	12437868	12439682	1814	dbVar
chr6	12437873	12439920	2047	dbVar
chr6	13835204	13865076	29872	dbVar
chr6	13865462	13865639	177	dbVar
chr6	14697798	14697929	131	dbVar
chr6	14964722	78626718	63661996	dbVar
chr6	19839535	19839722	187	dbVar
chr6	21132463	21132524	61	dbVar
chr6	23728350	23728423	73	dbVar
chr6	24044644	24045262	618	dbVar
chr6	25647227	25647699	472	dbVar
chr6	25647479	25647700	221	dbVar
chr6	25647481	25647698	217	dbVar
chr6	26670570	61119912	34449342	dbVar
chr6	26670626	61119912	34449286	dbVar
chr6	26673637	26866425	192788	dbVar
chr6	26674872	26738915	64043	dbVar
chr6	26681570	26858833	177263	dbVar
chr6	26682359	26738915	56556	dbVar
chr6	26685198	26857543	172345	dbVar
chr6	26685597	26856050	170453	dbVar
chr6	26688463	26738915	50452	dbVar
chr6	26689522	26849189	159667	dbVar
chr6	26689885	26844505	154620	dbVar
chr6	26692492	26738915	46423	dbVar
chr6	26694802	26849892	155090	dbVar
chr6	26695604	26844437	148833	dbVar
chr6	26696054	26738915	42861	dbVar
chr6	26696910	26843492	146582	dbVar
chr6	26699328	26842288	142960	dbVar
chr6	26700470	26738915	38445	dbVar
chr6	26702208	26738915	36707	dbVar
chr6	26702457	61119912	34417455	dbVar
chr6	26708181	26835693	127512	dbVar
chr6	26739268	26762766	23498	dbVar
chr6	26739586	26739958	372	dbVar
chr6	26739611	26739798	187	dbVar
chr6	27823835	27831816	7981	dbVar
chr6	28054741	28055443	702	dbVar
chr6	28055345	28055446	101	dbVar
chr6	28831415	29350025	518610	dbVar
chr6	28927003	28927206	203	dbVar
chr6	29437562	29438742	1180	dbVar
chr6	31041443	31042319	876	dbVar
chr6	31041909	31043748	1839	dbVar
chr6	32483127	32591881	108754	dbVar
chr6	32494086	32494330	244	dbVar
chr6	33518343	33520325	1982	dbVar
chr6	33557131	33558197	1066	dbVar
chr6	34109638	34118104	8466	dbVar
chr6	34549775	34561817	12042	dbVar
chr6	34697264	34705180	7916	dbVar
chr6	34740626	34749697	9071	dbVar
chr6	35714319	35714385	66	dbVar
chr6	37882374	37897537	15163	dbVar
chr6	38431314	38436759	5445	dbVar
chr6	40209354	40209431	77	dbVar
chr6	41408445	41408505	60	dbVar
chr6	41515377	41515460	83	dbVar
chr6	42218122	42219258	1136	dbVar
chr6	42433612	42434391	779	dbVar
chr6	44317414	44328291	10877	dbVar
chr6	44710691	44710786	95	dbVar
chr6	45366922	45367249	327	dbVar
chr6	47008292	47008360	68	dbVar
chr6	47190461	47218479	28018	dbVar
chr6	47190696	47218169	27473	dbVar
chr6	50005055	50005143	88	dbVar
chr6	50225969	50347214	121245	dbVar
chr6	51485773	51489118	3345	dbVar
chr6	51802068	51803491	1423	dbVar
chr6	51803375	51803457	82	dbVar
chr6	55981768	55987413	5645	dbVar
chr6	57788605	61119912	3331307	dbVar
chr6	58452625	58452688	63	dbVar
chr6	60493975	60497433	3458	dbVar
chr6	60494188	60497330	3142	dbVar
chr6	61027382	61137247	109865	dbVar
chr6	61119913	61271495	151582	dbVar
chr6	61352813	61352872	59	dbVar
chr6	62491093	62491941	848	dbVar
chr6	62955619	62955699	80	dbVar
chr6	65180037	65180269	232	dbVar
chr6	67596214	67596271	57	dbVar
chr6	68110649	68111701	1052	dbVar
chr6	71338658	71606247	267589	dbVar
chr6	72118048	72124698	6650	dbVar
chr6	74060493	74060811	318	dbVar
chr6	76095384	76110613	15229	dbVar
chr6	76109077	76158474	49397	dbVar
chr6	76109094	76158474	49380	dbVar
chr6	76141446	76159672	18226	dbVar
chr6	76626394	90426356	13799962	dbVar
chr6	78553983	78554077	94	dbVar
chr6	78577136	78578863	1727	dbVar
chr6	78637653	78637726	73	dbVar
chr6	78886752	78890898	4146	dbVar
chr6	79055488	79056295	807	dbVar
chr6	79379260	79379439	179	dbVar
chr6	79411721	79411864	143	dbVar
chr6	80417039	158049122	77632083	dbVar
chr6	80621936	80622029	93	dbVar
chr6	81652503	81652863	360	dbVar
chr6	83398885	83398961	76	dbVar
chr6	83497669	83901099	403430	dbVar
chr6	83497705	83901084	403379	dbVar
chr6	84484612	84488587	3975	dbVar
chr6	86280648	86396225	115577	dbVar
chr6	87025853	87026230	377	dbVar
chr6	89213272	89214321	1049	dbVar
chr6	89213859	89214230	371	dbVar
chr6	89213898	89214212	314	dbVar
chr6	89213909	89214232	323	dbVar
chr6	89213915	89214223	308	dbVar
chr6	89213927	89214229	302	dbVar
chr6	89919544	159966351	70046807	dbVar
chr6	92447884	92468176	20292	dbVar
chr6	93822283	117101456	23279173	dbVar
chr6	94031330	94031733	403	dbVar
chr6	94031356	94031699	343	dbVar
chr6	94031357	94031694	337	dbVar
chr6	94031370	94031698	328	dbVar
chr6	98449671	98453617	3946	dbVar
chr6	100115782	100116091	309	dbVar
chr6	102230546	102230638	92	dbVar
chr6	103351700	103355419	3719	dbVar
chr6	103902690	103917669	14979	dbVar
chr6	104294663	104324793	30130	dbVar
chr6	105023562	105023656	94	dbVar
chr6	106713291	106731973	18682	dbVar
chr6	106719603	106722021	2418	dbVar
chr6	106719628	106722209	2581	dbVar
chr6	106720678	106723661	2983	dbVar
chr6	106720690	106723660	2970	dbVar
chr6	106720816	106722916	2100	dbVar
chr6	107045246	107053290	8044	dbVar
chr6	108523865	108524209	344	dbVar
